n,xn,xn+1,Error,Function: 1
0,0.5,0.3424204223132688,0.1575795776867312
1,0.3424204223132688,0.36469384433662044,-0.022273422023351624
n,xn,xn+1,Error,Function: 1
0,1.5,2.0012626743315525,-0.5012626743315526
1,2.0012626743315525,1.9214478481719766,0.07981482615957597
n,xn,xn+1,Error,Function: 1
0,3.0,4.892595221196977,-1.8925952211969772
1,4.892595221196977,4.142949418124013,0.749645803072964
2,4.142949418124013,3.7423159561978703,0.40063346192614313
3,3.7423159561978703,3.5910547395828596,0.15126121661501077
4,3.5910547395828596,3.564700590048559,0.02635414953430068
n,xn,xn+1,Error,Function: 2
0,120.0,126.3367220207628,-6.336722020762809
1,126.3367220207628,126.63478179680988,-0.2980597760470673
